Entry	Identifier	OmekaURL	Entry_Clean_Recon	EntriesID	EntriesIdentifier	SeeAlso	Comment	Column 1
Brandenburg a.d. Havel	QGJ.v1.Loc.00176	https://undusting.org/jewish_sources/s/jewish_sources/item/16513	Brandenburg a.d. Havel	94/1|1233|1234|1235|1236|1237|1238|1239|1240|1241|1242|1243|1596|1667|1668|1669|1670|1671|1672|1673|1674|1678|1679|1683|2894|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0056.I0178.E01281|QGJ.v1.A0056.I0178.E01282|QGJ.v1.A0056.I0178.E01283|QGJ.v1.A0056.I0178.E01284|QGJ.v1.A0056.I0178.E01285|QGJ.v1.A0056.I0178.E01286|QGJ.v1.A0056.I0179.E01287|QGJ.v1.A0056.I0180.E01288|QGJ.v1.A0056.I0181.E01289|QGJ.v1.A0056.I0181.E01290|QGJ.v1.A0056.I0182.E01291|QGJ.v1.A0079.I0248.E01644|QGJ.v1.A0089.I0265.E01715|QGJ.v1.A0089.I0265.E01716|QGJ.v1.A0089.I0265.E01717|QGJ.v1.A0089.I0265.E01718|QGJ.v1.A0089.I0265.E01719|QGJ.v1.A0089.I0265.E01720|QGJ.v1.A0089.I0266.E01721|QGJ.v1.A0089.I0267.E01722|QGJ.v1.A0089.I0273.E01729|QGJ.v1.A0089.I0273.E01730|QGJ.v1.A0089.I0276.E01734|QGJ.v1.A0164.I0516.E02961|QGJ.v1.A0234.I0732.E04830			Brandenburg a.d. Havel 94/1,1233-1243,1596,1667-1674,1678,1679,1683,2894,4753
Brandenburg, Markgrafschaft	QGJ.v1.Loc.00177	https://undusting.org/jewish_sources/s/jewish_sources/item/16514	Brandenburg, Markgrafschaft	5387|7599|7613	QGJ.v1.A0236.I0799.E05464|QGJ.v1.A0269.I0916.E07692|QGJ.v1.A0269.I0917.E07706			Brandenburg, Markgrafschaft 5387,7599,7613
Brasilien	QGJ.v1.Loc.00178	https://undusting.org/jewish_sources/s/jewish_sources/item/16515	Brasilien	2028|2565|4409	QGJ.v1.A0107.I0328.E02082|QGJ.v1.A0143.I0427.E02632|QGJ.v1.A0201.I0661.E04486			Brasilien 2028,2565,4409
Braunsberg	QGJ.v1.Loc.00179	https://undusting.org/jewish_sources/s/jewish_sources/item/16516	Braunsberg	94/1	QGJ.v1.A0003.I0043.E00116			Braunsberg 94/1
Braunschweig	QGJ.v1.Loc.00180	https://undusting.org/jewish_sources/s/jewish_sources/item/16517	Braunschweig	94/1|94/2|2129/4|2306|2748|4251|4753|5196|5370|5449|5540|6072|6863|7764	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0003.I0043.E00117|QGJ.v1.A0109.I0338.E02196|QGJ.v1.A0131.I0383.E02373|QGJ.v1.A0155.I0470.E02815|QGJ.v1.A0196.I0643.E04328|QGJ.v1.A0234.I0732.E04830|QGJ.v1.A0235.I0766.E05273|QGJ.v1.A0235.I0797.E05447|QGJ.v1.A0236.I0813.E05526|QGJ.v1.A0239.I0828.E05621|QGJ.v1.A0239.I0831.E06153|QGJ.v1.A0239.I0846.E06944|QGJ.v1.A0272.I0920.E07858			Braunschweig 94/1, 94/2, 2129/4,2306, 2748, 4251, 4753, 5196,5370, 5449, 5540, 6072, 6863,7764
BRD	QGJ.v1.Loc.00181	https://undusting.org/jewish_sources/s/jewish_sources/item/16518	BRD	44|112|117|119|124|130|143|154|7465|7475|7591|7595|7596	QGJ.v1.A0003.I0037.E00066|QGJ.v1.A0005.I0044.E00138|QGJ.v1.A0005.I0044.E00143|QGJ.v1.A0005.I0044.E00145|QGJ.v1.A0005.I0044.E00150|QGJ.v1.A0005.I0044.E00156|QGJ.v1.A0005.I0044.E00169|QGJ.v1.A0005.I0048.E00180|QGJ.v1.A0261.I0899.E07558|QGJ.v1.A0261.I0899.E07568|QGJ.v1.A0269.I0916.E07684|QGJ.v1.A0269.I0916.E07688|QGJ.v1.A0269.I0916.E07689			BRD 44, 112, 117, 119, 124, 130,143, 154, 7465, 7475, 7591, 7595,75%
Breisach	QGJ.v1.Loc.00182	https://undusting.org/jewish_sources/s/jewish_sources/item/16519	Breisach	94/1	QGJ.v1.A0003.I0043.E00116			Breisach 94/1
Bremen	QGJ.v1.Loc.00183	https://undusting.org/jewish_sources/s/jewish_sources/item/16520	Bremen	94/1|2001	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0107.I0327.E02055			Bremen 94/1,2001
Breslau	QGJ.v1.Loc.00184	https://undusting.org/jewish_sources/s/jewish_sources/item/16521	Breslau	94/1|1029|2012|2018|3953|4016|4024|4025|4029|4170|4753|5852	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0041.I0154.E01076|QGJ.v1.A0107.I0327.E02066|QGJ.v1.A0107.I0327.E02072|QGJ.v1.A0196.I0635.E04030|QGJ.v1.A0196.I0638.E04093|QGJ.v1.A0196.I0638.E04101|QGJ.v1.A0196.I0638.E04102|QGJ.v1.A0196.I0638.E04106|QGJ.v1.A0196.I0643.E04247|QGJ.v1.A0234.I0732.E04830|QGJ.v1.A0239.I0831.E05933			Breslau 94/1,1029,2012,2018,3953,4016,4024,4025,4029,4170,4753,5852
Brest-Kujawsk	QGJ.v1.Loc.00185	https://undusting.org/jewish_sources/s/jewish_sources/item/16522	Brest-Kujawsk	94/1	QGJ.v1.A0003.I0043.E00116			Brest-Kujawsk 94/1
Brieg (Schlesien)	QGJ.v1.Loc.00186	https://undusting.org/jewish_sources/s/jewish_sources/item/16523	Brieg (Schlesien)	94/1|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0234.I0732.E04830			Brieg (Schlesien) 94/1,4753
Brieskow-Finkenheerd	QGJ.v1.Loc.00187	https://undusting.org/jewish_sources/s/jewish_sources/item/16524	Brieskow-Finkenheerd	1530	QGJ.v1.A0069.I0224.E01578			Brieskow-Finkenheerd 1530
Brilon	QGJ.v1.Loc.00188	https://undusting.org/jewish_sources/s/jewish_sources/item/16525	Brilon	4753	QGJ.v1.A0234.I0732.E04830			Brilon 4753
Brody	QGJ.v1.Loc.00189	https://undusting.org/jewish_sources/s/jewish_sources/item/16526	Brody	1960|3985|4055|4195|4332	QGJ.v1.A0107.I0327.E02014|QGJ.v1.A0196.I0638.E04062|QGJ.v1.A0196.I0638.E04132|QGJ.v1.A0196.I0643.E04272|QGJ.v1.A0196.I0648.E04409			Brody 1960,3985,4055,4195,4332
Bromberg	QGJ.v1.Loc.00190	https://undusting.org/jewish_sources/s/jewish_sources/item/16527	Bromberg	94/1|4731	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0234.I0732.E04808			Bromberg 94/1,4731
Brotterode	QGJ.v1.Loc.00191	https://undusting.org/jewish_sources/s/jewish_sources/item/16528	Brotterode	5539|7870	QGJ.v1.A0239.I0828.E05620|QGJ.v1.A0279.I0948.E07967			Brotterode 5539, 7870
Brüel	QGJ.v1.Loc.00192	https://undusting.org/jewish_sources/s/jewish_sources/item/16529	Brüel	162/2|162/6|162/8|609	QGJ.v1.A0006.I0053.E00189|QGJ.v1.A0006.I0053.E00193|QGJ.v1.A0006.I0053.E00195|QGJ.v1.A0031.I0110.E00650			Brüel 162/2, 162/6, 162/8,609
Brünnau	QGJ.v1.Loc.00193	https://undusting.org/jewish_sources/s/jewish_sources/item/16530	Brünnau	4753	QGJ.v1.A0234.I0732.E04830			Brünnau 4753
Bublitz	QGJ.v1.Loc.00194	https://undusting.org/jewish_sources/s/jewish_sources/item/16531	Bublitz	94/1|163/1|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00200|QGJ.v1.A0234.I0732.E04830			Bublitz 94/1,163/1,4753
Buchenwald (KZ)	QGJ.v1.Loc.00195	https://undusting.org/jewish_sources/s/jewish_sources/item/16532	Buchenwald (KZ)	1985|2896|2972|5354|5355|5356|5357|5358|5359|7796|7958|8013|8014|8015|8016|8017|8018|8019|8020|8021|8022|8023|8024|8025|8026|8027|8028|8029|8030|8031|8032|8033|8034|8035|8036|8037|8038|8039|8040|8041	QGJ.v1.A0107.I0327.E02039|QGJ.v1.A0164.I0517.E02963|QGJ.v1.A0173.I0540.E03039|QGJ.v1.A0235.I0791.E05431|QGJ.v1.A0235.I0791.E05432|QGJ.v1.A0235.I0791.E05433|QGJ.v1.A0235.I0791.E05434|QGJ.v1.A0235.I0791.E05435|QGJ.v1.A0235.I0791.E05436|QGJ.v1.A0273.I0926.E07890|QGJ.v1.A0284.I0965.E08052|QGJ.v1.A0296.I0978.E08107|QGJ.v1.A0296.I0978.E08108|QGJ.v1.A0296.I0978.E08109|QGJ.v1.A0296.I0978.E08110|QGJ.v1.A0296.I0978.E08111|QGJ.v1.A0296.I0978.E08112|QGJ.v1.A0296.I0978.E08113|QGJ.v1.A0296.I0978.E08114|QGJ.v1.A0296.I0978.E08115|QGJ.v1.A0296.I0978.E08116|QGJ.v1.A0296.I0978.E08117|QGJ.v1.A0296.I0978.E08118|QGJ.v1.A0296.I0978.E08119|QGJ.v1.A0296.I0978.E08120|QGJ.v1.A0296.I0978.E08121|QGJ.v1.A0296.I0978.E08122|QGJ.v1.A0296.I0978.E08123|QGJ.v1.A0296.I0978.E08124|QGJ.v1.A0296.I0978.E08125|QGJ.v1.A0296.I0978.E08126|QGJ.v1.A0296.I0978.E08127|QGJ.v1.A0296.I0978.E08128|QGJ.v1.A0296.I0978.E08129|QGJ.v1.A0296.I0978.E08130|QGJ.v1.A0296.I0978.E08131|QGJ.v1.A0296.I0978.E08132|QGJ.v1.A0296.I0978.E08133|QGJ.v1.A0296.I0978.E08134|QGJ.v1.A0296.I0978.E08135			Buchenwald (KZ) 1985, 2896, 2972,5354-5359, 7796, 7958, 8013-8041
Annaberg	QGJ.v1.Loc.00196	https://undusting.org/jewish_sources/s/jewish_sources/item/16533	Annaberg	3048|7808|7809	QGJ.v1.A0179.I0558.E03129|QGJ.v1.A0273.I0927.E07902|QGJ.v1.A0273.I0927.E07903	Buchholz		Annaberg 3048,7808,7809
Budapest	QGJ.v1.Loc.00197	https://undusting.org/jewish_sources/s/jewish_sources/item/16534	Budapest	2001	QGJ.v1.A0107.I0327.E02055			Budapest 2001
Büderich	QGJ.v1.Loc.00198	https://undusting.org/jewish_sources/s/jewish_sources/item/16535	Büderich	4753	QGJ.v1.A0234.I0732.E04830			Büderich 4753
Budissin	QGJ.v1.Loc.00199	https://undusting.org/jewish_sources/s/jewish_sources/item/16536	Budissin			Bautzen		Budissin
Bühlau	QGJ.v1.Loc.00200	https://undusting.org/jewish_sources/s/jewish_sources/item/16537	Bühlau	3731	QGJ.v1.A0185.I0605.E03808			Bühlau 3731
Büren	QGJ.v1.Loc.00201	https://undusting.org/jewish_sources/s/jewish_sources/item/16538	Büren	4753	QGJ.v1.A0234.I0732.E04830			Büren 4753
Bürgel	QGJ.v1.Loc.00202	https://undusting.org/jewish_sources/s/jewish_sources/item/16539	Bürgel	94/1	QGJ.v1.A0003.I0043.E00116			Bürgel 94/1
Bütow	QGJ.v1.Loc.00203	https://undusting.org/jewish_sources/s/jewish_sources/item/16540	Bütow	4753	QGJ.v1.A0234.I0732.E04830			Bütow 4753
Bütthard	QGJ.v1.Loc.00204	https://undusting.org/jewish_sources/s/jewish_sources/item/16541	Bütthard	4753	QGJ.v1.A0234.I0732.E04830			Bütthard 4753
Bützow	QGJ.v1.Loc.00205	https://undusting.org/jewish_sources/s/jewish_sources/item/16542	Bützow	162/4|162/6|181|182|183|184|185|186|187|188|189|190|253|999|1088|1476	QGJ.v1.A0006.I0053.E00191|QGJ.v1.A0006.I0053.E00193|QGJ.v1.A0011.I0058.E00223|QGJ.v1.A0011.I0058.E00224|QGJ.v1.A0011.I0058.E00225|QGJ.v1.A0011.I0058.E00226|QGJ.v1.A0011.I0058.E00227|QGJ.v1.A0011.I0058.E00228|QGJ.v1.A0011.I0058.E00229|QGJ.v1.A0011.I0058.E00230|QGJ.v1.A0011.I0058.E00231|QGJ.v1.A0011.I0058.E00232|QGJ.v1.A0016.I0070.E00295|QGJ.v1.A0040.I0151.E01041|QGJ.v1.A0043.I0164.E01130|QGJ.v1.A0066.I0208.E01524			Bützow 162/4, 162/6, 181-190, 253,999,1088,1476
Bunzlau	QGJ.v1.Loc.00206	https://undusting.org/jewish_sources/s/jewish_sources/item/16543	Bunzlau	7254	QGJ.v1.A0252.I0884.E07347			Bunzlau 7254
Burg (Brandenburg)	QGJ.v1.Loc.00207	https://undusting.org/jewish_sources/s/jewish_sources/item/16544	Burg (Brandenburg)	1306	QGJ.v1.A0059.I0193.E01354			Burg (Brandenburg) 1306
Burg (Sachsen-Anhalt)	QGJ.v1.Loc.00208	https://undusting.org/jewish_sources/s/jewish_sources/item/16545	Burg (Sachsen-Anhalt)	94/1|2128/2|2186|2187|2188|2189|2190|2191|2192|2193|2194|2195|2196|2268|2894	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0109.I0338.E02183|QGJ.v1.A0119.I0350.E02253|QGJ.v1.A0119.I0350.E02254|QGJ.v1.A0119.I0350.E02255|QGJ.v1.A0119.I0350.E02256|QGJ.v1.A0119.I0350.E02257|QGJ.v1.A0119.I0350.E02258|QGJ.v1.A0119.I0350.E02259|QGJ.v1.A0119.I0350.E02260|QGJ.v1.A0119.I0350.E02261|QGJ.v1.A0119.I0351.E02262|QGJ.v1.A0120.I0352.E02263|QGJ.v1.A0128.I0371.E02332|QGJ.v1.A0164.I0516.E02961			Burg (Sachsen-Anhalt) 94/1, 2128/2,2186-2196,2268,2894
Burgkunstadt	QGJ.v1.Loc.00209	https://undusting.org/jewish_sources/s/jewish_sources/item/16546	Burgkunstadt	6091	QGJ.v1.A0239.I0831.E06172			Burgkunstadt 6091
Burgpreppach	QGJ.v1.Loc.00210	https://undusting.org/jewish_sources/s/jewish_sources/item/16547	Burgpreppach	94/1|94/2|5639	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0003.I0043.E00117|QGJ.v1.A0239.I0831.E05720			Burgpreppach 94/1, 94/2, 5639
Burgstädt	QGJ.v1.Loc.00211	https://undusting.org/jewish_sources/s/jewish_sources/item/16548	Burgstädt	4356|4357	QGJ.v1.A0199.I0654.E04433|QGJ.v1.A0199.I0654.E04434			Burgstädt 4356,4357
Burgsteinfurth	QGJ.v1.Loc.00212	https://undusting.org/jewish_sources/s/jewish_sources/item/16549	Burgsteinfurth	94/1	QGJ.v1.A0003.I0043.E00116			Burgsteinfurth 94/1
Calau	QGJ.v1.Loc.00213	https://undusting.org/jewish_sources/s/jewish_sources/item/16550	Calau	1636	QGJ.v1.A0085.I0256.E01684			Calau 1636
Calbc	QGJ.v1.Loc.00214	https://undusting.org/jewish_sources/s/jewish_sources/item/16551	Calbc	2128/7|2196|2197|2198|2199|2200|2201|2202|2203|2204|2205|2745|2894	QGJ.v1.A0109.I0338.E02188|QGJ.v1.A0120.I0352.E02263|QGJ.v1.A0120.I0352.E02264|QGJ.v1.A0120.I0352.E02265|QGJ.v1.A0120.I0352.E02266|QGJ.v1.A0120.I0352.E02267|QGJ.v1.A0120.I0352.E02268|QGJ.v1.A0120.I0352.E02269|QGJ.v1.A0120.I0352.E02270|QGJ.v1.A0120.I0352.E02271|QGJ.v1.A0120.I0353.E02272|QGJ.v1.A0154.I0468.E02812|QGJ.v1.A0164.I0516.E02961			Calbc 2128/7, 2196-2205, 2745,2894
Callenberg	QGJ.v1.Loc.00215	https://undusting.org/jewish_sources/s/jewish_sources/item/16552	Callenberg	4418|4419	QGJ.v1.A0203.I0664.E04495|QGJ.v1.A0203.I0664.E04496			Callenberg 4418,4419
Callenstadt	QGJ.v1.Loc.00216	https://undusting.org/jewish_sources/s/jewish_sources/item/16553	Callenstadt	5374	QGJ.v1.A0236.I0799.E05451			Callenstadt 5374
Calvörde	QGJ.v1.Loc.00217	https://undusting.org/jewish_sources/s/jewish_sources/item/16554	Calvörde	2889	QGJ.v1.A0164.I0511.E02956			Calvörde 2889
Calw	QGJ.v1.Loc.00218	https://undusting.org/jewish_sources/s/jewish_sources/item/16555	Calw	4801	QGJ.v1.A0235.I0735.E04878			Calw 4801
Camburg	QGJ.v1.Loc.00219	https://undusting.org/jewish_sources/s/jewish_sources/item/16556	Camburg	5319|5405	QGJ.v1.A0235.I0787.E05396|QGJ.v1.A0236.I0801.E05482			Camburg 5319, 5405
Cammin (Pom.)	QGJ.v1.Loc.00220	https://undusting.org/jewish_sources/s/jewish_sources/item/16557	Cammin (Pom.)	4753	QGJ.v1.A0234.I0732.E04830			Cammin (Pom.) 4753
Caputh	QGJ.v1.Loc.00221	https://undusting.org/jewish_sources/s/jewish_sources/item/16558	Caputh	1248|1249	QGJ.v1.A0057.I0185.E01296|QGJ.v1.A0057.I0185.E01297			Caputh 1248,1249
Carlsfeld	QGJ.v1.Loc.00222	https://undusting.org/jewish_sources/s/jewish_sources/item/16559	Carlsfeld	3070	QGJ.v1.A0179.I0566.E03147			Carlsfeld 3070
Carolath	QGJ.v1.Loc.00223	https://undusting.org/jewish_sources/s/jewish_sources/item/16560	Carolath	4753	QGJ.v1.A0234.I0732.E04830			Carolath 4753
Celle	QGJ.v1.Loc.00224	https://undusting.org/jewish_sources/s/jewish_sources/item/16561	Celle	4753	QGJ.v1.A0234.I0732.E04830			Celle 4753
Ceska Lipa	QGJ.v1.Loc.00225	https://undusting.org/jewish_sources/s/jewish_sources/item/16562	Ceska Lipa			Böhmisch-Laipa		Ceska Lipa
Chemnitz	QGJ.v1.Loc.00226	https://undusting.org/jewish_sources/s/jewish_sources/item/16563	Chemnitz	137|1985|2001|2020|2983/3|2983/5|2984/3|3037|3038|3039|3040|3041|3042|3066|3104|3105|3106|3107|3108|3109|3110|3111|3112|3113|3114|3115|3116|3117|3118|3119|3120|3121|3122|3123|3124|3125|3126|3127|3128|3129|3130|3131|3132|3133|3134|3135|3136|3137|3138|3139|3140|3141|3142|3143|3144|3145|3146|3147|3148|3149|3150|3151|3152|3153|3154|3155|3156|3157|3158|3159|3160|3161|3162|3163|3164|3165|3166|3167|3168|3169|3170|3171|3172|3173|3174|3175|3176|3177|3178|3179|3180|3181|3182|3183|3184|3185|3186|3187|3188|3189|3190|3191|3192|3193|3194|3195|3196|3197|3198|3199|3200|3201|3202|3203|3204|3205|3206|3207|3208|3209|3210|3211|3212|3213|3214|3215|3216|4363|4370|4372|4375|4377|4378|4412|4477|4528|4544|4556	QGJ.v1.A0005.I0044.E00163|QGJ.v1.A0107.I0327.E02039|QGJ.v1.A0107.I0327.E02055|QGJ.v1.A0107.I0328.E02074|QGJ.v1.A0173.I0540.E03052|QGJ.v1.A0173.I0540.E03054|QGJ.v1.A0173.I0540.E03057|QGJ.v1.A0177.I0554.E03114|QGJ.v1.A0177.I0554.E03115|QGJ.v1.A0177.I0554.E03116|QGJ.v1.A0177.I0554.E03117|QGJ.v1.A0177.I0554.E03118|QGJ.v1.A0177.I0554.E03119|QGJ.v1.A0179.I0564.E03143|QGJ.v1.A0183.I0574.E03181|QGJ.v1.A0183.I0574.E03182|QGJ.v1.A0183.I0574.E03183|QGJ.v1.A0183.I0574.E03184|QGJ.v1.A0183.I0574.E03185|QGJ.v1.A0183.I0574.E03186|QGJ.v1.A0183.I0574.E03187|QGJ.v1.A0183.I0574.E03188|QGJ.v1.A0183.I0574.E03189|QGJ.v1.A0183.I0574.E03190|QGJ.v1.A0183.I0574.E03191|QGJ.v1.A0183.I0575.E03192|QGJ.v1.A0183.I0575.E03193|QGJ.v1.A0183.I0576.E03194|QGJ.v1.A0183.I0576.E03195|QGJ.v1.A0183.I0576.E03196|QGJ.v1.A0183.I0576.E03197|QGJ.v1.A0183.I0576.E03198|QGJ.v1.A0183.I0577.E03199|QGJ.v1.A0183.I0577.E03200|QGJ.v1.A0183.I0577.E03201|QGJ.v1.A0183.I0578.E03202|QGJ.v1.A0183.I0578.E03203|QGJ.v1.A0183.I0578.E03204|QGJ.v1.A0183.I0578.E03205|QGJ.v1.A0183.I0578.E03206|QGJ.v1.A0183.I0578.E03207|QGJ.v1.A0183.I0578.E03208|QGJ.v1.A0183.I0578.E03209|QGJ.v1.A0183.I0578.E03210|QGJ.v1.A0183.I0578.E03211|QGJ.v1.A0183.I0578.E03212|QGJ.v1.A0183.I0578.E03213|QGJ.v1.A0183.I0578.E03214|QGJ.v1.A0183.I0578.E03215|QGJ.v1.A0183.I0579.E03216|QGJ.v1.A0183.I0579.E03217|QGJ.v1.A0183.I0579.E03218|QGJ.v1.A0183.I0580.E03219|QGJ.v1.A0183.I0580.E03220|QGJ.v1.A0183.I0580.E03221|QGJ.v1.A0183.I0581.E03222|QGJ.v1.A0183.I0582.E03223|QGJ.v1.A0183.I0583.E03224|QGJ.v1.A0183.I0583.E03225|QGJ.v1.A0183.I0583.E03226|QGJ.v1.A0183.I0583.E03227|QGJ.v1.A0183.I0583.E03228|QGJ.v1.A0183.I0583.E03229|QGJ.v1.A0183.I0583.E03230|QGJ.v1.A0183.I0583.E03231|QGJ.v1.A0183.I0583.E03232|QGJ.v1.A0183.I0583.E03233|QGJ.v1.A0183.I0583.E03234|QGJ.v1.A0183.I0583.E03235|QGJ.v1.A0183.I0583.E03236|QGJ.v1.A0183.I0583.E03237|QGJ.v1.A0183.I0583.E03238|QGJ.v1.A0183.I0583.E03239|QGJ.v1.A0183.I0583.E03240|QGJ.v1.A0183.I0583.E03241|QGJ.v1.A0183.I0583.E03242|QGJ.v1.A0183.I0583.E03243|QGJ.v1.A0183.I0583.E03244|QGJ.v1.A0183.I0583.E03245|QGJ.v1.A0183.I0583.E03246|QGJ.v1.A0183.I0583.E03247|QGJ.v1.A0183.I0583.E03248|QGJ.v1.A0183.I0583.E03249|QGJ.v1.A0183.I0583.E03250|QGJ.v1.A0183.I0583.E03251|QGJ.v1.A0183.I0583.E03252|QGJ.v1.A0183.I0583.E03253|QGJ.v1.A0183.I0583.E03254|QGJ.v1.A0183.I0583.E03255|QGJ.v1.A0183.I0583.E03256|QGJ.v1.A0183.I0583.E03257|QGJ.v1.A0183.I0583.E03258|QGJ.v1.A0183.I0583.E03259|QGJ.v1.A0183.I0583.E03260|QGJ.v1.A0183.I0583.E03261|QGJ.v1.A0183.I0583.E03262|QGJ.v1.A0183.I0583.E03263|QGJ.v1.A0183.I0583.E03264|QGJ.v1.A0183.I0583.E03265|QGJ.v1.A0183.I0583.E03266|QGJ.v1.A0183.I0583.E03267|QGJ.v1.A0183.I0583.E03268|QGJ.v1.A0183.I0583.E03269|QGJ.v1.A0183.I0583.E03270|QGJ.v1.A0183.I0583.E03271|QGJ.v1.A0183.I0583.E03272|QGJ.v1.A0183.I0583.E03273|QGJ.v1.A0183.I0583.E03274|QGJ.v1.A0183.I0583.E03275|QGJ.v1.A0183.I0583.E03276|QGJ.v1.A0183.I0583.E03277|QGJ.v1.A0183.I0583.E03278|QGJ.v1.A0183.I0583.E03279|QGJ.v1.A0183.I0583.E03280|QGJ.v1.A0183.I0583.E03281|QGJ.v1.A0183.I0583.E03282|QGJ.v1.A0183.I0583.E03283|QGJ.v1.A0183.I0583.E03284|QGJ.v1.A0183.I0583.E03285|QGJ.v1.A0183.I0583.E03286|QGJ.v1.A0183.I0583.E03287|QGJ.v1.A0183.I0583.E03288|QGJ.v1.A0183.I0584.E03289|QGJ.v1.A0183.I0584.E03290|QGJ.v1.A0183.I0584.E03291|QGJ.v1.A0183.I0584.E03292|QGJ.v1.A0183.I0584.E03293|QGJ.v1.A0199.I0654.E04440|QGJ.v1.A0199.I0654.E04447|QGJ.v1.A0199.I0654.E04449|QGJ.v1.A0199.I0654.E04452|QGJ.v1.A0199.I0654.E04459|QGJ.v1.A0199.I0654.E04460|QGJ.v1.A0202.I0662.E04489|QGJ.v1.A0207.I0671.E04554|QGJ.v1.A0211.I0684.E04605|QGJ.v1.A0211.I0691.E04621|QGJ.v1.A0213.I0693.E04633			Chemnitz 137, 1985, 2001, 2020,2983/3, 2983/5, 2984/3, 3037-3042, 3066, 3104-3216, 4363,4370, 4372, 4375, 4377, 4378,4412,4477,4528,4544,4556
Chodziesen	QGJ.v1.Loc.00227	https://undusting.org/jewish_sources/s/jewish_sources/item/16564	Chodziesen			Kolmar		Chodziesen
Cholm	QGJ.v1.Loc.00228	https://undusting.org/jewish_sources/s/jewish_sources/item/16565	Cholm	2898	QGJ.v1.A0164.I0519.E02965			Cholm 2898
Christburg	QGJ.v1.Loc.00229	https://undusting.org/jewish_sources/s/jewish_sources/item/16566	Christburg	94/1|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0234.I0732.E04830			Christburg 94/1,4753
Christes	QGJ.v1.Loc.00230	https://undusting.org/jewish_sources/s/jewish_sources/item/16567	Christes	5779|6265	QGJ.v1.A0239.I0831.E05860|QGJ.v1.A0239.I0831.E06346			Christes 5779, 6265
Christianstadt (Arbeitslager)	QGJ.v1.Loc.00231	https://undusting.org/jewish_sources/s/jewish_sources/item/16568	Christianstadt (Arbeitslager)	4363	QGJ.v1.A0199.I0654.E04440			Christianstadt (Arbeitslager) 4363
Cleve	QGJ.v1.Loc.00232	https://undusting.org/jewish_sources/s/jewish_sources/item/16569	Cleve	2041	QGJ.v1.A0108.I0332.E02095			Cleve 2041
Coburg	QGJ.v1.Loc.00233	https://undusting.org/jewish_sources/s/jewish_sources/item/16570	Coburg	4820|4821|4822|5520|5521|6549|6562|6971	QGJ.v1.A0235.I0740.E04897|QGJ.v1.A0235.I0740.E04898|QGJ.v1.A0235.I0740.E04899|QGJ.v1.A0239.I0827.E05601|QGJ.v1.A0239.I0827.E05602|QGJ.v1.A0239.I0837.E06630|QGJ.v1.A0239.I0838.E06643|QGJ.v1.A0239.I0847.E07052			Coburg 4820-4822,5520,5521,6549,6562,6971
Coburg-Saalfeld	QGJ.v1.Loc.00234	https://undusting.org/jewish_sources/s/jewish_sources/item/16571	Coburg-Saalfeld	6971	QGJ.v1.A0239.I0847.E07052			Coburg-Saalfeld 6971
Cölln an der Spree	QGJ.v1.Loc.00235	https://undusting.org/jewish_sources/s/jewish_sources/item/16572	Cölln an der Spree	2040	QGJ.v1.A0108.I0332.E02094			Cölln an der Spree 2040
Cönnern	QGJ.v1.Loc.00236	https://undusting.org/jewish_sources/s/jewish_sources/item/16573	Cönnern	4050	QGJ.v1.A0196.I0638.E04127			Cönnern 4050
Cosel	QGJ.v1.Loc.00237	https://undusting.org/jewish_sources/s/jewish_sources/item/16574	Cosel	94/1|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0234.I0732.E04830			Cosel 94/1,4753
Coswig	QGJ.v1.Loc.00238	https://undusting.org/jewish_sources/s/jewish_sources/item/16575	Coswig	2128/8|2206|2207|2208|2894	QGJ.v1.A0109.I0338.E02189|QGJ.v1.A0121.I0354.E02273|QGJ.v1.A0121.I0355.E02274|QGJ.v1.A0121.I0355.E02275|QGJ.v1.A0164.I0516.E02961			Coswig 2128/8,2206-2208,2894
